preco,quartos,banheiros,area_construida_m2,andares,vista_agua,qualidade_vista,padrao_construcao,area_porao_m2,latitude,area_construida_vizinhos_m2,idade_imovel,proporcao_vizinhanca,densidade_banheiros
1325000.0,5,2.25,297.29001597682065,1.0,0,0,8,148.64500798841033,47.6303,314.9416106754444,49,0.943952802359882,0.45
1040000.0,5,3.25,443.1479300654483,1.0,0,0,11,157.93532098768597,47.6525,327.9480488744303,41,1.3512747875354107,0.65
325000.0,3,2.0,117.05794379087314,1.0,0,0,7,0.0,47.7362,152.3611331881206,43,0.7682926829268293,0.6666666666666666
571000.0,4,2.0,255.48360748008025,1.5,0,0,7,46.45156499637823,47.7168,140.28372628906226,98,1.821192052980132,0.5
360000.0,4,2.5,221.1094493827604,2.0,0,0,8,0.0,47.3608,224.82557458247064,9,0.9834710743801652,0.625
349000.0,3,1.75,166.29660268703407,1.0,0,0,7,65.03219099492952,47.3511,180.2320721859476,50,0.922680412371134,0.5833333333333334
832500.0,4,4.0,318.65773587515463,2.0,0,0,10,96.61925519246672,47.5822,301.00614117653095,28,1.0586419753086418,1.0
380000.0,4,1.75,163.50950878725138,1.0,0,0,7,81.75475439362569,47.6034,156.07725838783085,58,1.0476190476190477,0.4375
480000.0,3,1.0,96.61925519246672,1.0,0,0,7,0.0,47.5636,82.68378569355325,74,1.1685393258426968,0.3333333333333333
410000.0,3,1.0,130.99341328978662,1.0,0,0,7,46.45156499637823,47.7073,104.9805368918148,58,1.2477876106194692,0.3333333333333333
720000.0,4,2.5,320.5157984750098,2.0,0,0,10,0.0,47.342,311.22548547573416,13,1.0298507462686566,0.625
390000.0,3,2.5,218.32235548297768,2.0,0,0,8,0.0,47.3512,218.32235548297768,11,1.0,0.8333333333333334
360000.0,4,2.5,176.51594698623728,2.0,0,0,7,0.0,47.349,173.7288530864546,22,1.0160427807486632,0.625
355000.0,2,1.0,187.66432258536804,1.0,0,0,7,93.83216129268402,47.5474,159.79338358754111,66,1.1744186046511629,0.5
356000.0,3,1.5,156.07725838783085,1.0,0,0,8,0.0,47.4811,171.87079048659945,51,0.9081081081081082,0.5
315000.0,3,1.0,89.1870047930462,1.0,0,0,6,0.0,47.7264,145.85791408862764,62,0.6114649681528662,0.3333333333333333
940000.0,3,1.5,198.81269818449883,2.0,0,0,9,22.29675119826155,47.6337,187.66432258536804,89,1.0594059405940597,0.5
305000.0,5,2.25,247.12232578073213,1.5,0,0,7,0.0,47.2909,147.71597668848278,53,1.672955974842767,0.45
461000.0,3,3.25,257.3416700799354,2.0,0,0,9,73.3934726942776,47.5228,176.51594698623728,8,1.4578947368421051,1.0833333333333333
215000.0,2,2.25,149.5740392883379,2.0,0,0,7,0.0,47.518,181.1611034858751,35,0.8256410256410257,1.125
335000.0,2,1.75,95.69022389253917,2.0,0,0,7,24.61932944808046,47.5394,95.69022389253917,8,1.0,0.875
243500.0,4,2.5,183.94819738565772,2.0,0,0,7,0.0,47.2897,183.94819738565772,26,1.0,0.625
1099880.0,5,2.75,327.01901757450275,2.0,0,0,10,0.0,47.6506,234.11588758174628,14,1.396825396825397,0.55
153000.0,3,1.0,111.48375599130776,1.0,0,0,7,0.0,47.322,125.41922549022122,53,0.888888888888889,0.3333333333333333
430000.0,3,1.5,146.7869453885552,1.0,0,0,8,26.94190769789937,47.687,145.85791408862764,75,1.0063694267515924,0.5
700000.0,3,1.5,146.7869453885552,1.0,0,0,8,26.94190769789937,47.687,145.85791408862764,75,1.0063694267515924,0.5
905000.0,4,2.5,306.5803289760963,1.0,0,0,7,84.54184829340838,47.5873,181.1611034858751,68,1.6923076923076923,0.625
247500.0,3,1.75,182.09013478580263,1.0,0,0,7,0.0,47.3576,162.5804774873238,48,1.12,0.5833333333333334
199000.0,4,1.5,107.7676307915975,1.0,0,0,7,0.0,47.3036,107.7676307915975,39,1.0,0.375
314000.0,3,1.75,168.15466528688918,1.0,0,0,7,55.74187799565387,47.4109,153.29016448804816,34,1.096969696969697,0.5833333333333334
437500.0,3,2.5,215.535261583195,2.0,0,2,9,0.0,47.4838,236.90298148152897,22,0.9098039215686275,0.8333333333333334
850830.0,3,2.5,192.30947908500588,1.5,0,0,9,74.32250399420516,47.6415,204.3868859840642,104,0.9409090909090908,0.8333333333333334
555000.0,3,2.0,183.94819738565772,1.5,0,0,7,50.167690196088486,47.6775,149.5740392883379,85,1.229813664596273,0.6666666666666666
699950.0,3,2.25,203.45785468413663,2.0,0,0,8,0.0,47.7731,238.7610440813841,31,0.8521400778210115,0.75
1088000.0,3,2.5,271.27713957884885,2.0,0,0,8,0.0,47.5814,220.1804180828328,64,1.2320675105485233,0.8333333333333334
290000.0,3,1.0,112.41278729123532,1.0,0,0,7,0.0,47.4375,152.3611331881206,60,0.7378048780487805,0.3333333333333333
375000.0,3,2.5,217.3933241830501,1.0,0,0,8,81.75475439362569,47.4431,209.03204248370204,37,1.04,0.8333333333333334
460000.0,3,1.0,155.14822708790328,1.5,0,0,7,46.45156499637823,47.6878,115.199881191018,75,1.3467741935483872,0.3333333333333333
188500.0,2,1.75,115.199881191018,1.0,0,0,8,0.0,47.3813,117.9869750908007,29,0.9763779527559054,0.875
680000.0,4,2.5,291.7158281772553,2.0,0,0,10,0.0,47.7304,277.7803586783418,24,1.0501672240802675,0.625
470000.0,5,1.75,188.5933538852956,2.0,0,0,7,0.0,47.6417,232.2578249818912,72,0.8119999999999998,0.35
597750.0,4,2.5,214.60623028326745,2.0,0,0,8,0.0,47.5386,180.2320721859476,30,1.190721649484536,0.625
570000.0,3,1.75,117.05794379087314,1.0,0,0,6,52.02575279594362,47.6823,128.20631939000393,110,0.9130434782608696,0.5833333333333334
272500.0,3,1.75,143.07082018884495,1.0,0,0,7,35.30318939724746,47.3624,143.07082018884495,34,1.0,0.5833333333333334
329950.0,3,1.75,193.23851038493345,1.0,0,2,7,92.90312999275646,47.5474,194.167541684861,43,0.9952153110047848,0.5833333333333334
480000.0,4,2.5,300.07710987660334,2.0,0,3,9,65.96122229485708,47.3183,245.26426318087707,13,1.2234848484848484,0.625
740500.0,3,3.5,406.91570936827327,2.0,0,0,8,148.64500798841033,47.6981,170.01272788674433,114,2.393442622950819,1.1666666666666667
518500.0,3,3.5,147.71597668848278,3.0,0,0,8,0.0,47.6824,150.50307058826547,4,0.9814814814814816,1.1666666666666667
205425.0,2,1.0,81.75475439362569,1.0,0,0,6,0.0,47.5009,110.5547246913802,69,0.7394957983193277,0.5
171800.0,4,2.0,145.85791408862764,1.0,0,0,6,0.0,47.4965,174.65788438638214,65,0.8351063829787234,0.5
535000.0,4,1.0,149.5740392883379,1.5,0,0,7,0.0,47.587,149.5740392883379,90,1.0,0.25
660000.0,3,2.5,222.9675119826155,1.0,0,2,8,78.03862919391543,47.7728,217.3933241830501,51,1.0256410256410255,0.8333333333333334
391500.0,3,2.0,134.70953848949688,1.0,0,0,7,0.0,47.7288,146.7869453885552,27,0.9177215189873418,0.6666666666666666
395000.0,2,1.0,71.53541009442247,1.0,0,0,6,0.0,47.6999,158.86435228761354,62,0.4502923976608187,0.5
445000.0,4,1.75,195.09657298478857,1.5,0,0,7,35.30318939724746,47.5299,171.87079048659945,90,1.135135135135135,0.4375
770000.0,3,2.25,270.3481082789213,2.0,0,0,9,0.0,47.6897,250.83845098044245,24,1.0777777777777775,0.75
1450000.0,4,2.75,255.48360748008025,1.5,0,0,8,71.53541009442247,47.6141,284.28357777783475,101,0.8986928104575164,0.6875
445000.0,3,2.25,195.09657298478857,1.0,0,2,8,44.5935023965231,47.5091,247.12232578073213,47,0.7894736842105264,0.75
260000.0,4,2.25,200.670760784354,1.0,0,0,8,74.32250399420516,47.3129,194.167541684861,36,1.0334928229665072,0.5625
822500.0,5,3.5,215.535261583195,2.0,0,0,7,55.74187799565387,47.6763,157.93532098768597,88,1.3647058823529414,0.7
430000.0,4,2.5,192.30947908500588,2.0,0,0,7,0.0,47.5319,183.01916608573023,11,1.0507614213197969,0.625
212000.0,3,1.75,98.47731779232184,1.0,0,0,7,0.0,47.2761,131.92244458971416,29,0.7464788732394366,0.5833333333333334
660500.0,4,2.25,186.7352912854405,1.0,0,0,8,52.95478409587118,47.5343,191.3804477850783,29,0.975728155339806,0.5625
784000.0,3,3.5,366.967363471388,1.5,0,0,9,138.4256636892071,47.697,230.399762382036,25,1.5927419354838712,1.1666666666666667
453246.0,3,2.5,186.7352912854405,2.0,0,0,8,57.59994059550901,47.5517,157.00628968775845,0,1.1893491124260354,0.8333333333333334
675000.0,4,3.5,198.81269818449883,3.0,0,0,9,0.0,47.6734,143.07082018884495,10,1.3896103896103895,0.875
199000.0,3,1.75,122.63213159043852,1.0,0,0,7,0.0,47.3257,143.99985148877252,58,0.8516129032258063,0.5833333333333334
220000.0,4,1.75,187.66432258536804,1.0,0,0,7,93.83216129268402,47.3309,162.5804774873238,46,1.154285714285714,0.4375
452000.0,4,2.25,240.61910668123923,1.0,0,0,8,116.12891249094558,47.7689,143.99985148877252,46,1.6709677419354838,0.5625
382500.0,2,1.0,110.5547246913802,1.0,0,0,6,0.0,47.7135,98.47731779232184,33,1.1226415094339626,0.5
519950.0,3,2.25,108.69666209152506,3.0,0,0,8,0.0,47.6722,125.41922549022122,0,0.8666666666666666,0.75
665000.0,2,1.0,103.12247429195968,1.0,0,0,7,0.0,47.6338,108.69666209152506,89,0.9487179487179488,0.5
527700.0,5,2.5,261.98682657957323,1.0,0,0,8,117.9869750908007,47.5707,261.98682657957323,46,1.0,0.5
205000.0,3,1.0,149.5740392883379,1.0,0,0,7,55.74187799565387,47.4563,149.5740392883379,53,1.0,0.3333333333333333
420000.0,3,1.0,98.47731779232184,1.0,0,0,7,11.148375599130777,47.7144,144.9288827887001,92,0.6794871794871794,0.3333333333333333
500000.0,4,2.25,188.5933538852956,1.0,0,0,8,60.3870344952917,47.5495,207.1739798838469,54,0.9103139013452916,0.5625
921500.0,4,2.5,340.9544870734162,2.0,0,0,9,0.0,47.7421,263.8448891794283,20,1.2922535211267607,0.625
890000.0,4,1.0,236.90298148152897,2.0,0,0,8,16.722563398696163,47.6354,204.3868859840642,109,1.1590909090909092,0.25
430000.0,2,2.5,224.82557458247064,2.0,0,0,7,0.0,47.5262,180.2320721859476,7,1.247422680412371,1.25
258000.0,5,2.0,209.9610737836296,1.0,0,0,8,104.9805368918148,47.3887,126.34825679014878,54,1.6617647058823528,0.4
511000.0,3,1.0,132.85147588964173,1.0,0,0,7,41.80640849674041,47.6873,134.70953848949688,67,0.986206896551724,0.3333333333333333
532170.0,3,2.0,126.34825679014878,2.0,0,0,8,0.0,47.6838,139.35469498913469,24,0.9066666666666666,0.6666666666666666
560000.0,3,1.0,103.12247429195968,1.5,0,0,7,0.0,47.655,131.92244458971416,68,0.7816901408450705,0.3333333333333333
282950.0,3,1.0,116.12891249094558,1.0,0,0,7,0.0,47.3255,156.07725838783085,61,0.7440476190476191,0.3333333333333333
2250000.0,4,3.25,481.23821336247846,2.0,0,3,12,152.3611331881206,47.562,293.5738907771104,9,1.6392405063291138,0.8125
350000.0,1,1.0,65.03219099492952,1.0,0,0,7,0.0,47.679,93.83216129268402,72,0.6930693069306931,1.0
215000.0,3,1.0,109.62569339145264,1.0,0,0,7,0.0,47.4479,110.5547246913802,47,0.9915966386554622,0.3333333333333333
650000.0,5,3.5,367.8963947713156,2.0,0,0,9,135.63856978942442,47.525,245.26426318087707,18,1.5,0.7
320000.0,4,2.75,245.26426318087707,1.0,0,0,8,94.7611925926116,47.3135,183.94819738565772,47,1.3333333333333337,0.6875
247000.0,3,2.0,117.9869750908007,1.5,0,0,7,0.0,47.2086,107.7676307915975,98,1.0948275862068964,0.6666666666666666
320000.0,4,1.75,163.50950878725138,1.0,0,0,8,0.0,47.4715,160.7224148874687,46,1.0173410404624277,0.4375
255000.0,5,2.25,191.3804477850783,1.0,0,0,7,95.69022389253917,47.4877,93.83216129268402,52,2.03960396039604,0.45
438000.0,3,1.75,165.3675713871065,1.0,0,0,7,0.0,47.7171,111.48375599130776,53,1.4833333333333332,0.5833333333333334
900000.0,3,2.5,315.87064197537194,2.0,0,0,10,0.0,47.6012,315.87064197537194,15,1.0,0.8333333333333334
441000.0,3,2.75,177.44497828616483,1.0,0,0,7,69.67734749456734,47.7319,158.86435228761354,35,1.1169590643274854,0.9166666666666666
420000.0,3,2.0,187.66432258536804,1.0,0,0,7,93.83216129268402,47.4582,196.0256042847161,39,0.957345971563981,0.6666666666666666
370000.0,3,1.75,146.7869453885552,1.0,0,0,7,37.16125199710258,47.7209,152.3611331881206,38,0.9634146341463417,0.5833333333333334
269950.0,2,1.75,124.49019419029364,1.0,0,0,5,59.458003195364135,47.408,170.01272788674433,66,0.7322404371584698,0.875
807100.0,4,2.5,248.9803883805873,2.0,0,0,9,0.0,47.565,271.27713957884885,16,0.9178082191780822,0.625
653000.0,3,2.5,248.9803883805873,1.0,0,0,8,99.4063490922494,47.7028,230.399762382036,35,1.0806451612903227,0.8333333333333334
371500.0,3,2.0,127.27728809007635,1.0,0,0,7,0.0,47.7458,164.43854008717892,50,0.7740112994350283,0.6666666666666666
284000.0,3,1.75,144.9288827887001,1.0,0,0,7,0.0,47.4776,99.4063490922494,61,1.4579439252336452,0.5833333333333334
272000.0,3,1.75,200.670760784354,1.0,0,0,7,45.522533696450665,47.3026,179.30304088601997,37,1.1191709844559583,0.5833333333333334
313000.0,3,1.5,124.49019419029364,1.5,0,0,7,0.0,47.7658,137.49663238927957,59,0.9054054054054052,0.5
917500.0,4,2.5,360.4641443718951,2.0,0,0,10,121.70310029051096,47.6477,347.4577061729092,31,1.0374331550802138,0.625
673000.0,4,2.25,240.61910668123923,2.0,0,0,8,0.0,47.5619,209.9610737836296,34,1.1460176991150444,0.5625
425000.0,3,2.5,104.05150559188723,2.0,0,0,8,27.870938997826936,47.6106,147.71597668848278,7,0.7044025157232704,0.8333333333333334
399950.0,5,2.75,183.01916608573023,1.0,0,0,7,60.3870344952917,47.5868,118.91600639072828,28,1.5390624999999998,0.55
385000.0,3,1.0,113.34181859116288,1.0,0,0,6,0.0,47.6101,111.48375599130776,113,1.0166666666666666,0.3333333333333333
269950.0,3,1.5,181.1611034858751,1.0,0,2,7,58.52897189543657,47.1976,181.1611034858751,39,1.0,0.5
330000.0,2,1.0,125.41922549022122,1.0,0,0,7,26.94190769789937,47.7224,143.07082018884495,66,0.8766233766233766,0.5
260000.0,3,2.5,155.14822708790328,2.0,0,0,7,0.0,47.3505,155.14822708790328,26,1.0,0.8333333333333334
470000.0,4,3.0,221.1094493827604,1.5,0,0,7,65.03219099492952,47.5384,130.99341328978662,90,1.6879432624113475,0.75
589000.0,4,3.0,226.68363718232573,2.0,0,0,7,0.0,47.7044,212.7481676834123,53,1.0655021834061134,0.75
163500.0,2,1.5,97.54828649239428,2.0,0,0,7,0.0,47.3848,97.54828649239428,18,1.0,0.75
835000.0,4,2.75,290.78679687732773,2.0,0,0,9,91.97409869282887,47.6993,209.9610737836296,21,1.3849557522123894,0.6875
1095000.0,5,3.0,379.9738016703739,1.0,0,2,10,185.80625998551287,47.6627,235.9739501816014,28,1.610236220472441,0.6
269000.0,4,1.75,138.4256636892071,1.0,0,0,8,36.232220697175016,47.3099,203.45785468413663,46,0.680365296803653,0.4375
560000.0,3,2.5,176.51594698623728,2.0,0,0,8,0.0,47.62,188.5933538852956,27,0.935960591133005,0.8333333333333334
615000.0,4,1.0,123.56116289036608,1.5,0,0,6,0.0,47.65,123.56116289036608,114,1.0,0.25
585188.0,3,2.25,207.1739798838469,1.0,0,0,8,74.32250399420516,47.6647,207.1739798838469,39,1.0,0.75
305000.0,3,1.75,153.29016448804816,1.0,0,0,7,39.94834589688528,47.726,143.07082018884495,37,1.0714285714285714,0.5833333333333334
166950.0,3,1.0,110.5547246913802,1.0,0,0,6,0.0,47.4616,114.27084989109044,55,0.967479674796748,0.3333333333333333
799000.0,3,2.5,198.81269818449883,1.0,0,0,8,0.0,47.5505,248.9803883805873,55,0.7985074626865672,0.8333333333333334
400000.0,3,2.5,202.5288233842091,1.0,0,0,7,70.60637879449492,47.7606,176.51594698623728,52,1.1473684210526316,0.8333333333333334
230000.0,3,1.0,98.47731779232184,1.0,0,0,7,0.0,47.7481,145.85791408862764,66,0.6751592356687898,0.3333333333333333
256883.0,3,2.5,157.00628968775845,2.0,0,0,8,0.0,47.2779,236.90298148152897,11,0.6627450980392159,0.8333333333333334
423000.0,4,2.0,183.01916608573023,1.5,0,0,7,78.03862919391543,47.5511,139.35469498913469,94,1.3133333333333337,0.5
465000.0,3,2.5,199.7417294844264,2.0,0,0,8,0.0,47.5488,162.5804774873238,7,1.2285714285714286,0.8333333333333334
440000.0,3,2.5,177.44497828616483,2.0,0,0,7,0.0,47.5385,216.4642928831225,18,0.8197424892703864,0.8333333333333334
385000.0,3,1.75,125.41922549022122,1.0,0,0,7,0.0,47.4058,144.9288827887001,45,0.8653846153846153,0.5833333333333334
210000.0,3,1.0,79.89669179377056,1.0,0,0,6,0.0,47.5093,120.7740689905834,72,0.6615384615384615,0.3333333333333333
297000.0,3,2.5,180.2320721859476,2.0,0,0,8,0.0,47.3777,188.5933538852956,20,0.955665024630542,0.8333333333333334
470000.0,3,1.0,93.83216129268402,1.0,0,0,7,0.0,47.675,156.07725838783085,62,0.6011904761904762,0.3333333333333333
226500.0,3,1.5,120.7740689905834,1.0,0,0,7,37.16125199710258,47.3025,132.85147588964173,38,0.9090909090909092,0.5
274250.0,3,1.0,84.54184829340838,1.0,0,0,6,0.0,47.4787,130.06438198985904,53,0.65,0.3333333333333333
840000.0,4,1.75,230.399762382036,1.0,0,0,9,78.96766049384298,47.5378,257.3416700799354,48,0.895306859205776,0.4375
677900.0,3,2.5,226.68363718232573,2.0,0,0,8,0.0,47.7073,255.48360748008025,4,0.8872727272727272,0.8333333333333334
425000.0,3,1.0,93.83216129268402,1.0,0,0,7,0.0,47.5733,119.84503769065584,100,0.7829457364341085,0.3333333333333333
180250.0,2,0.75,83.61281699348082,1.0,0,0,6,0.0,47.4604,116.12891249094558,73,0.72,0.375
464000.0,6,3.0,213.67719898333985,2.0,0,0,7,65.03219099492952,47.7067,144.9288827887001,94,1.4743589743589742,0.5
320000.0,4,2.25,143.99985148877252,2.0,0,0,8,0.0,47.354,151.43210188819302,22,0.9509202453987732,0.5625
625504.0,3,2.25,117.9869750908007,2.0,0,0,8,19.509657298478857,47.6647,107.7676307915975,0,1.0948275862068964,0.75
592500.0,4,2.5,208.10301118377447,1.0,0,0,9,0.0,47.6143,234.11588758174628,31,0.8888888888888888,0.625
465000.0,3,2.5,252.13909480034104,2.0,0,0,9,0.0,47.3185,240.61910668123923,10,1.047876447876448,0.8333333333333334
477000.0,4,2.75,159.79338358754111,2.0,0,0,8,0.0,47.5458,197.88366688457128,36,0.8075117370892018,0.6875
