id_imovel,data,preco,quartos,banheiros,area_construida_m2,area_terreno_m2,andares,vista_agua,qualidade_vista,condicao_imovel,padrao_construcao,area_acima_solo_m2,area_porao_m2,ano_construcao,ano_reforma,cep,latitude,longitude,area_construida_vizinhos_m2,area_terreno_vizinhos_m2
7983200060,2015-04-24,230000.0,3,1.0,116.12891249094558,908.0351925492016,1.0,0,0,4,7,116.12891249094558,0.0,1969,0,98003,47.3343,-122.306,118.91600639072827,822.1927004358946
6300500875,2014-05-14,385000.0,4,1.75,150.50307058826547,462.6575873639272,1.0,0,0,4,7,79.89669179377056,70.60637879449492,1947,0,98133,47.7025,-122.341,130.06438198985904,462.6575873639272
2524049179,2014-08-26,2000000.0,3,2.75,283.3545464779072,4168.284733385004,1.0,0,4,3,9,216.46429288312254,66.89025359478465,1968,0,98040,47.5316,-122.233,381.83186427022906,1889.2780515326954
7137970340,2014-07-03,285000.0,5,2.5,210.89010508355716,585.2897189543656,2.0,0,0,3,8,210.89010508355716,0.0,1995,0,98092,47.3266,-122.169,208.10301118377447,650.786425599259
8091400200,2014-05-16,252700.0,2,1.5,99.40634909224941,895.8648825201506,1.0,0,0,3,7,99.40634909224941,0.0,1985,0,98030,47.3533,-122.166,113.34181859116288,779.0856481192557
3814700200,2014-11-20,329000.0,3,2.25,227.61266848225333,603.870344952917,2.0,0,0,4,8,227.61266848225333,0.0,1985,0,98030,47.3739,-122.172,204.3868859840642,637.7799874002731
1202000200,2014-11-03,233000.0,3,2.0,158.86435228761354,436.36600157597707,1.5,0,0,5,6,158.86435228761354,0.0,1941,0,98002,47.3048,-122.218,95.69022389253915,437.1092266159191
1794500383,2014-06-26,937000.0,3,1.75,227.61266848225333,250.00232281050762,2.0,0,0,3,8,162.5804774873238,65.03219099492952,1915,0,98119,47.6386,-122.36,163.50950878725138,331.94288346411884
3303700376,2014-12-01,667000.0,3,1.0,130.06438198985904,146.87984851854796,1.5,0,0,5,8,130.06438198985904,0.0,1909,0,98112,47.6221,-122.314,172.79982178652702,358.6989849020327
5101402488,2014-06-24,438000.0,3,1.75,141.21275758898983,592.7219693537862,1.0,0,0,3,7,73.3934726942776,67.81928489471221,1948,0,98115,47.695,-122.304,141.21275758898983,579.2510155048366
1873100390,2015-03-02,719000.0,4,2.5,238.7610440813841,666.3941514380421,2.0,0,0,3,8,238.7610440813841,0.0,2005,0,98052,47.7073,-122.11,244.3352318809495,559.8342613363504
8562750320,2014-11-10,580500.0,3,2.5,215.535261583195,369.7544573711707,2.0,0,0,3,8,215.535261583195,0.0,2003,0,98027,47.5391,-122.07,239.69007538131166,369.7544573711707
2426039314,2014-12-01,280000.0,2,1.5,110.55472469138019,117.52245944083693,3.0,0,0,3,7,110.55472469138019,0.0,2005,0,98133,47.7274,-122.357,129.13535068993147,163.13789626728035
461000390,2014-06-24,687500.0,4,1.75,216.46429288312254,464.5156499637823,1.5,0,0,4,7,140.28372628906226,76.1805665940603,1929,0,98117,47.6823,-122.368,135.63856978942442,464.5156499637823
7589200193,2014-11-10,535000.0,3,1.0,101.26441169210455,278.70938997826937,1.5,0,0,4,8,101.26441169210455,0.0,1929,0,98117,47.6889,-122.375,145.85791408862764,471.9479003632028
7955080270,2014-12-03,322500.0,4,2.75,191.3804477850783,618.6419426217652,1.0,0,0,3,7,118.91600639072827,72.46444139435003,1981,0,98058,47.4276,-122.157,187.66432258536804,810.1152935368364
9547205180,2014-06-13,696000.0,3,2.5,213.67719898333985,284.28357777783475,1.5,0,0,3,8,140.28372628906226,73.3934726942776,1930,2002,98115,47.6827,-122.31,147.71597668848278,303.2358162963571
9435300030,2014-05-28,550000.0,4,1.0,154.21919578797574,3237.488273987577,1.0,0,0,1,5,86.39991089326351,67.81928489471221,1933,0,98052,47.6621,-122.132,200.67076078435394,1065.3201916269384
2768000400,2014-12-30,640000.0,4,2.0,219.25138678290526,557.4187799565387,2.0,0,0,4,8,219.25138678290526,0.0,1904,0,98107,47.6702,-122.362,160.7224148874687,436.64471096595537
7895500070,2015-02-13,240000.0,4,1.0,113.34181859116288,750.1927746915084,1.0,0,0,2,7,82.68378569355325,30.658032897609633,1969,0,98001,47.3341,-122.282,119.84503769065583,724.6444139435004
2078500320,2014-06-20,605000.0,4,2.5,243.40620058102192,701.6973408352895,2.0,0,0,3,8,243.40620058102192,0.0,1996,0,98056,47.5301,-122.18,243.40620058102192,1104.0607968339177
5547700270,2014-07-15,625000.0,4,2.5,238.7610440813841,512.8252775600157,2.0,0,0,3,9,238.7610440813841,0.0,2000,0,98074,47.6145,-122.027,229.47073108210844,526.6678439289363
7766200013,2014-08-11,775000.0,4,2.25,392.0512085694323,2246.955102004808,1.0,0,0,3,8,241.5481379811668,150.50307058826547,1984,0,98166,47.445,-122.347,223.89654328254306,2844.4151309882245
7203220400,2014-07-07,861990.0,5,2.75,333.9867523239595,523.8807500291537,2.0,0,0,3,9,333.9867523239595,0.0,2014,0,98053,47.6848,-122.016,336.77384622374217,523.8807500291537
9270200160,2014-10-28,685000.0,3,1.0,145.85791408862764,211.81913638348473,2.0,0,0,3,7,145.85791408862764,0.0,1922,0,98119,47.6413,-122.364,146.7869453885552,245.26426318087707
1432701230,2014-07-29,309000.0,3,1.0,118.91600639072827,897.0726232100563,1.0,0,0,4,6,85.47087959333594,33.44512679739233,1959,0,98058,47.4485,-122.175,124.49019419029365,818.2907689761989
8035350320,2014-07-18,488000.0,3,2.5,293.5738907771104,1263.761277291466,2.0,0,0,3,8,293.5738907771104,0.0,2003,0,98019,47.7443,-121.977,283.3545464779072,857.6816960931276
8945200830,2015-03-25,210490.0,3,1.0,91.97409869282889,792.2778925782271,1.0,0,0,3,6,91.97409869282889,0.0,1966,0,98023,47.3066,-122.371,114.08504363110494,821.2636691359671
4178300310,2014-07-16,785000.0,4,2.5,212.7481676834123,1246.3883919828206,2.0,0,0,4,9,212.7481676834123,0.0,1981,0,98007,47.6194,-122.151,248.9803883805873,1271.3793339508723
9215400105,2015-04-28,450000.0,3,1.75,116.12891249094558,553.9813641468068,1.0,0,0,4,7,116.12891249094558,0.0,1953,0,98115,47.6796,-122.301,90.11603609297377,473.80596296305794
822039084,2015-03-11,1350000.0,3,2.5,255.76231687005853,6039.167965179134,1.0,1,2,5,9,201.13527643431775,54.627040435740795,1953,0,98070,47.4041,-122.451,248.9803883805873,6736.684665164749
5245600105,2014-09-16,228000.0,3,1.0,110.55472469138019,854.6158928033667,1.0,0,0,3,7,110.55472469138019,0.0,1955,0,98148,47.4258,-122.322,110.55472469138019,869.9449092521714
7231300125,2015-02-17,345000.0,5,2.5,292.6448594771828,848.5771893538375,1.0,0,0,4,8,152.3611331881206,140.28372628906226,1966,0,98056,47.4934,-122.189,184.87722868558535,848.4842862238447
7518505990,2014-12-31,600000.0,3,1.75,130.99341328978662,379.0447703704464,1.0,0,0,4,7,92.90312999275646,38.09028329703015,1950,0,98117,47.6808,-122.384,130.99341328978662,379.0447703704464
3626039271,2015-02-05,585000.0,2,1.75,183.94819738565778,794.3217614380677,1.0,0,0,3,7,91.97409869282889,91.97409869282889,1981,0,98117,47.6989,-122.369,137.49663238927957,625.981289891193
4217401195,2015-03-03,920000.0,5,2.25,253.62554488022514,557.4187799565387,1.5,0,0,3,8,197.88366688457126,55.74187799565387,1927,0,98105,47.6571,-122.281,253.62554488022514,557.4187799565387
9822700295,2014-05-12,885000.0,4,2.5,262.9158578795008,464.5156499637823,2.0,0,0,3,9,262.9158578795008,0.0,1995,0,98105,47.6597,-122.29,181.1611034858751,464.5156499637823
9478500640,2014-08-19,292500.0,4,2.5,209.03204248370204,417.5995693174403,2.0,0,0,3,7,209.03204248370204,0.0,2008,0,98042,47.3663,-122.114,209.03204248370204,418.0640849674041
2799800710,2015-04-07,301000.0,3,2.5,224.82557458247064,441.2898674655932,2.0,0,0,3,8,224.82557458247064,0.0,2003,0,98042,47.3663,-122.122,249.90941968051487,441.2898674655932
7922800400,2014-08-27,951000.0,5,3.25,301.9351724764585,1332.4166903561131,2.0,0,4,4,8,301.9351724764585,0.0,1968,0,98008,47.588,-122.116,274.99326477855914,1026.0221676400024
8079040320,2015-02-23,430000.0,4,3.0,171.87079048659945,926.8016248077384,2.0,0,0,3,8,171.87079048659945,0.0,1991,0,98059,47.5059,-122.149,210.89010508355716,793.5785363981257
1516000055,2014-12-10,650000.0,3,2.25,199.7417294844264,1972.7979653961834,1.0,0,3,4,8,147.71597668848278,52.02575279594362,1959,0,98166,47.4336,-122.339,238.7610440813841,1755.869156863097
9558200045,2014-08-28,289000.0,3,1.75,117.05794379087314,780.3862919391543,1.0,0,0,3,7,117.05794379087314,0.0,1954,0,98148,47.4366,-122.335,119.84503769065583,812.902387436619
5072410070,2014-10-21,505000.0,3,1.75,234.02298445175353,807.3281996370537,2.0,0,0,5,8,234.02298445175353,0.0,1973,0,98166,47.4428,-122.344,232.25782498189116,882.5797349311864
9528102996,2014-12-07,549000.0,3,1.75,143.07082018884495,96.99086771243775,3.0,0,0,3,8,143.07082018884495,0.0,2014,0,98115,47.6765,-122.32,146.7869453885552,287.07067167761744
1189001180,2014-06-03,425000.0,3,2.25,154.21919578797574,557.4187799565387,1.0,0,0,3,7,103.12247429195968,51.09672149601605,1979,0,98122,47.6113,-122.297,133.7805071895693,379.0447703704464
3253500160,2014-11-20,317625.0,3,2.75,257.3416700799354,353.86802214240936,1.5,0,0,5,7,164.43854008717892,92.90312999275646,1925,0,98144,47.5747,-122.304,133.7805071895693,371.61251997102585
3394100030,2014-09-09,975000.0,4,2.5,252.69651358029756,1026.486683289966,2.0,0,0,3,10,252.69651358029756,0.0,1989,0,98004,47.5815,-122.192,255.48360748008025,1026.486683289966
3717000160,2014-10-09,287000.0,4,2.5,208.10301118377447,431.81374820633204,2.0,0,0,3,7,208.10301118377447,0.0,2005,0,98001,47.3378,-122.257,206.3378517139121,423.35956337699116
1274500060,2014-08-25,204000.0,3,1.0,92.90312999275646,1121.3407790125705,1.0,0,0,4,7,92.90312999275646,0.0,1968,0,98042,47.3621,-122.11,93.83216129268402,1173.8310474584778
1802000060,2014-06-12,1325000.0,5,2.25,297.29001597682065,1872.7412943939846,1.0,0,0,3,8,148.64500798841033,148.64500798841033,1965,0,98004,47.6303,-122.215,314.9416106754444,1872.7412943939846
1525059190,2014-09-12,1040000.0,5,3.25,443.1479300654483,4653.889393857142,1.0,0,0,4,11,285.21260907776235,157.93532098768597,1973,0,98005,47.6525,-122.16,327.9480488744303,3615.511109928103
1049000060,2015-01-05,325000.0,3,2.0,117.05794379087314,521.3723655193493,1.0,0,0,4,7,117.05794379087314,0.0,1972,0,98034,47.7362,-122.179,152.3611331881206,440.8253518156294
8820901275,2014-06-10,571000.0,4,2.0,255.48360748008025,725.2947358534497,1.5,0,0,5,7,209.03204248370204,46.45156499637823,1916,0,98125,47.7168,-122.287,140.28372628906226,725.2947358534497
5416510140,2014-07-10,360000.0,4,2.5,221.10944938276037,464.5156499637823,2.0,0,0,3,8,221.10944938276037,0.0,2005,0,98038,47.3608,-122.036,224.82557458247064,464.5156499637823
3444100400,2015-03-16,349000.0,3,1.75,166.29660268703407,4694.302255403991,1.0,0,0,5,7,101.26441169210455,65.03219099492952,1965,0,98042,47.3511,-122.073,180.23207218594754,4694.302255403991
3276920270,2014-11-05,832500.0,4,4.0,318.65773587515463,3261.085669005737,2.0,0,0,4,10,222.03848068268795,96.61925519246672,1986,0,98075,47.5822,-121.987,301.00614117653095,3253.4676123463314
4036801170,2014-10-13,380000.0,4,1.75,163.50950878725138,678.1928489471221,1.0,0,0,3,7,81.75475439362569,81.75475439362569,1956,0,98008,47.6034,-122.125,156.07725838783085,696.7734749456735
2391600320,2015-04-20,480000.0,3,1.0,96.61925519246672,470.0898377633477,1.0,0,0,3,7,96.61925519246672,0.0,1941,0,98116,47.5636,-122.394,82.68378569355325,470.0898377633477
6300000287,2014-06-09,410000.0,3,1.0,130.99341328978662,470.0898377633477,1.0,0,0,4,7,84.54184829340838,46.45156499637823,1956,0,98133,47.7073,-122.34,104.9805368918148,528.8975190487625
1531000030,2015-03-23,720000.0,4,2.5,320.5157984750098,3686.6749075025546,2.0,0,0,3,10,320.5157984750098,0.0,2002,0,98010,47.342,-122.025,311.22548547573416,3692.8994172120692
5104520400,2014-12-02,390000.0,3,2.5,218.32235548297768,473.80596296305794,2.0,0,0,3,8,218.32235548297768,0.0,2003,0,98038,47.3512,-122.008,218.32235548297768,498.2394861511529
7437100340,2014-12-22,360000.0,4,2.5,176.51594698623728,547.1065325273428,2.0,0,0,3,7,176.51594698623728,0.0,1992,0,98038,47.349,-122.031,173.7288530864546,595.0445476036051
9418400240,2014-10-28,355000.0,2,1.0,187.66432258536804,624.3090335513234,1.0,0,0,3,7,93.83216129268402,93.83216129268402,1948,0,98118,47.5474,-122.291,159.79338358754111,624.3090335513234
1523059105,2015-01-28,356000.0,3,1.5,156.07725838783085,809.3720684968943,1.0,0,0,3,8,156.07725838783085,0.0,1964,0,98059,47.4811,-122.149,171.87079048659945,817.2688345462785
1133000671,2014-06-02,315000.0,3,1.0,89.1870047930462,616.3193643719463,1.0,0,0,3,6,89.1870047930462,0.0,1952,0,98125,47.7264,-122.31,145.85791408862764,669.1812453378247
4232902595,2014-11-14,940000.0,3,1.5,198.81269818449883,334.4512679739233,2.0,0,0,3,9,176.51594698623728,22.29675119826155,1925,0,98119,47.6337,-122.365,187.66432258536804,445.935023965231
2599001200,2014-11-03,305000.0,5,2.25,247.12232578073218,780.3862919391543,1.5,0,0,5,7,247.12232578073218,0.0,1961,0,98092,47.2909,-122.189,147.71597668848278,758.5540563908565
3342103156,2014-06-18,461000.0,3,3.25,257.3416700799354,583.245850094525,2.0,0,0,3,9,183.94819738565778,73.3934726942776,2006,0,98056,47.5228,-122.199,176.51594698623728,682.7451023167672
1332700270,2014-05-19,215000.0,2,2.25,149.5740392883379,189.5223851852232,2.0,0,0,4,7,149.5740392883379,0.0,1979,0,98056,47.518,-122.194,181.1611034858751,188.12883823533184
3869900162,2014-09-04,335000.0,2,1.75,95.69022389253915,99.03473657227839,2.0,0,0,3,7,71.07089444445869,24.61932944808046,2006,0,98136,47.5394,-122.387,95.69022389253915,102.75086177198864
2791500270,2014-05-22,243500.0,4,2.5,183.94819738565778,687.7618713363761,2.0,0,0,3,7,183.94819738565778,0.0,1988,0,98023,47.2897,-122.372,183.94819738565778,697.7025062456011
5036300431,2015-03-11,1099880.0,5,2.75,327.01901757450275,590.2135848439818,2.0,0,0,4,10,327.01901757450275,0.0,2001,0,98199,47.6506,-122.391,234.11588758174628,580.6445624547279
4168000060,2015-02-26,153000.0,3,1.0,111.48375599130775,975.4828649239428,1.0,0,0,3,7,111.48375599130775,0.0,1962,0,98023,47.322,-122.351,125.41922549022122,975.4828649239428
6021501535,2014-07-25,430000.0,3,1.5,146.7869453885552,464.5156499637823,1.0,0,0,3,8,119.84503769065583,26.941907697899374,1939,0,98117,47.687,-122.386,145.85791408862764,418.0640849674041
6021501535,2014-12-23,700000.0,3,1.5,146.7869453885552,464.5156499637823,1.0,0,0,3,8,119.84503769065583,26.941907697899374,1939,0,98117,47.687,-122.386,145.85791408862764,418.0640849674041
1483300570,2014-09-08,905000.0,4,2.5,306.5803289760963,952.2570824257537,1.0,0,0,3,7,222.03848068268795,84.54184829340838,1946,1991,98040,47.5873,-122.249,181.1611034858751,561.5994208062128
3422049190,2015-03-30,247500.0,3,1.75,182.09013478580266,1456.813981416414,1.0,0,0,3,7,182.09013478580266,0.0,1967,0,98032,47.3576,-122.277,162.5804774873238,1450.775277966885
1099611230,2014-09-12,199000.0,4,1.5,107.7676307915975,594.5800319536413,1.0,0,0,4,7,107.7676307915975,0.0,1975,0,98023,47.3036,-122.378,107.7676307915975,594.5800319536413
722079104,2014-07-11,314000.0,3,1.75,168.15466528688918,3883.35083369722,1.0,0,0,5,7,112.41278729123532,55.74187799565387,1980,0,98038,47.4109,-121.958,153.29016448804816,12545.267061701861
7338200240,2014-05-16,437500.0,3,2.5,215.535261583195,3423.201630843097,2.0,0,2,3,9,215.535261583195,0.0,1992,0,98045,47.4838,-121.714,236.90298148152897,3257.648253196005
1952200240,2014-06-11,850830.0,3,2.5,192.30947908500588,1230.1303442340882,1.5,0,0,5,9,117.9869750908007,74.32250399420516,1910,0,98102,47.6415,-122.315,204.3868859840642,418.0640849674041
5200100125,2014-10-27,555000.0,3,2.0,183.94819738565778,323.11708611480697,1.5,0,0,4,7,133.7805071895693,50.167690196088486,1929,0,98117,47.6775,-122.372,149.5740392883379,323.11708611480697
7214720075,2014-12-12,699950.0,3,2.25,203.45785468413663,9995.726465310645,2.0,0,0,4,8,203.45785468413663,0.0,1983,0,98077,47.7731,-122.08,238.7610440813841,4438.632841663925
2450000295,2014-10-07,1088000.0,3,2.5,271.27713957884885,753.7230936312332,2.0,0,0,3,8,271.27713957884885,0.0,1950,2010,98004,47.5814,-122.196,220.1804180828328,753.7230936312332
6197800045,2014-09-24,290000.0,3,1.0,112.41278729123532,3151.1812662243065,1.0,0,0,3,7,112.41278729123532,0.0,1954,0,98058,47.4375,-122.184,152.3611331881206,1385.1856681919987
1328310370,2015-04-02,375000.0,3,2.5,217.3933241830501,929.4958155775283,1.0,0,0,4,8,135.63856978942442,81.75475439362569,1978,0,98058,47.4431,-122.133,209.03204248370204,758.2753470008782
546000875,2014-05-23,460000.0,3,1.0,155.14822708790328,372.0770356209896,1.5,0,0,4,7,108.69666209152506,46.45156499637823,1939,0,98117,47.6878,-122.38,115.19988119101801,372.0770356209896
3530510041,2014-07-23,188500.0,2,1.75,115.19988119101801,231.60750307194186,1.0,0,0,4,8,115.19988119101801,0.0,1985,0,98198,47.3813,-122.322,117.9869750908007,461.3569435440286
1853000400,2015-03-05,680000.0,4,2.5,291.7158281772553,2604.725055606913,2.0,0,0,4,10,291.7158281772553,0.0,1991,0,98077,47.7304,-122.082,277.7803586783418,3251.7024528764687
3134100116,2014-08-27,470000.0,5,1.75,188.5933538852956,1146.6104303706002,2.0,0,0,4,7,188.5933538852956,0.0,1942,0,98052,47.6417,-122.109,232.25782498189116,876.3552252216717
9545230140,2014-07-25,597750.0,4,2.5,214.60623028326742,894.0997230502882,2.0,0,0,3,8,214.60623028326742,0.0,1984,0,98027,47.5386,-122.053,180.23207218594754,895.2145606102013
3362400511,2015-03-04,570000.0,3,1.75,117.05794379087314,309.1816166158935,1.0,0,0,5,6,65.03219099492952,52.02575279594362,1905,0,98103,47.6823,-122.349,128.20631939000393,328.50546765438685
2525310310,2014-09-16,272500.0,3,1.75,143.07082018884495,1170.5794379087313,1.0,0,0,4,7,107.7676307915975,35.30318939724746,1980,0,98038,47.3624,-122.031,143.07082018884495,1082.8788831955692
6126500060,2014-11-24,329950.0,3,1.75,193.23851038493345,554.5387829267634,1.0,0,2,3,7,100.33538039217697,92.90312999275646,1971,0,98108,47.5474,-122.295,194.167541684861,510.9672149601605
8961960160,2014-10-28,480000.0,4,2.5,300.07710987660334,1502.3365151128646,2.0,0,3,3,9,234.11588758174628,65.96122229485708,2001,0,98001,47.3183,-122.253,245.26426318087707,791.2559581483067
3626039325,2014-11-21,740500.0,3,3.5,406.91570936827327,589.9348754540035,2.0,0,0,3,8,258.27070137986294,148.64500798841033,1900,1999,98117,47.6981,-122.368,170.01272788674433,589.9348754540035
3362400431,2014-06-26,518500.0,3,3.5,147.71597668848278,102.37924925201762,3.0,0,0,3,8,147.71597668848278,0.0,2010,0,98103,47.6824,-122.347,150.50307058826547,294.13130955706697
4060000240,2014-06-23,205425.0,2,1.0,81.75475439362569,629.8832213508888,1.0,0,0,4,6,81.75475439362569,0.0,1945,0,98178,47.5009,-122.248,110.55472469138019,629.8832213508888
3454800060,2015-01-08,171800.0,4,2.0,145.85791408862764,891.870047930462,1.0,0,0,3,6,145.85791408862764,0.0,1950,0,98168,47.4965,-122.303,174.65788438638214,836.1281699348082
1695900060,2015-05-11,535000.0,4,1.0,149.5740392883379,277.0371336383998,1.5,0,0,4,7,149.5740392883379,0.0,1925,0,98144,47.587,-122.294,149.5740392883379,375.3286451707361
7278700070,2015-01-02,660000.0,3,2.5,222.9675119826155,601.4548635731053,1.0,0,2,3,8,144.92888278870007,78.03862919391543,1964,0,98177,47.7728,-122.386,217.3933241830501,1008.5563792013642
6675500070,2014-11-19,391500.0,3,2.0,134.70953848949688,848.391383093852,1.0,0,0,3,7,134.70953848949688,0.0,1987,0,98034,47.7288,-122.226,146.7869453885552,845.7900954540548
3626039187,2015-04-06,395000.0,2,1.0,71.53541009442247,557.4187799565387,1.0,0,0,3,6,71.53541009442247,0.0,1953,0,98117,47.6999,-122.364,158.86435228761354,557.4187799565387
3524049083,2014-11-04,445000.0,4,1.75,195.09657298478857,408.7737719681284,1.5,0,0,5,7,159.79338358754111,35.30318939724746,1924,0,98118,47.5299,-122.266,171.87079048659945,408.7737719681284
3275860240,2014-06-18,770000.0,3,2.25,270.3481082789213,947.9835384460869,2.0,0,0,3,9,270.3481082789213,0.0,1990,0,98052,47.6897,-122.098,250.83845098044245,1299.9005948586484
4389200955,2015-03-02,1450000.0,4,2.75,255.48360748008025,1652.6537794411447,1.5,0,0,3,8,183.94819738565778,71.53541009442247,1914,1992,98004,47.6141,-122.212,284.28357777783475,1047.482790668329
4058801670,2014-07-17,445000.0,3,2.25,195.09657298478857,761.8985690705957,1.0,0,2,3,8,150.50307058826547,44.5935023965231,1967,0,98178,47.5091,-122.244,247.12232578073218,809.3720684968943
8732020310,2014-07-17,260000.0,4,2.25,200.67076078435394,818.5694783661771,1.0,0,0,3,8,126.34825679014878,74.32250399420516,1978,0,98023,47.3129,-122.39,194.167541684861,780.3862919391543
2331300505,2014-06-13,822500.0,5,3.5,215.535261583195,460.79952476407203,2.0,0,0,5,7,159.79338358754111,55.74187799565387,1926,0,98103,47.6763,-122.352,157.93532098768597,460.79952476407203
7853210060,2015-04-06,430000.0,4,2.5,192.30947908500588,400.41249026878035,2.0,0,0,3,7,192.30947908500588,0.0,2004,0,98065,47.5319,-121.85,183.01916608573023,348.20093121285123
3668000070,2015-01-05,212000.0,3,1.75,98.47731779232184,731.6121486929571,1.0,0,0,4,7,98.47731779232184,0.0,1986,0,98092,47.2761,-122.152,131.92244458971416,713.4960383443696
9545240070,2015-04-28,660500.0,4,2.25,186.7352912854405,892.1487573204403,1.0,0,0,3,8,133.7805071895693,52.95478409587118,1986,0,98027,47.5343,-122.054,191.3804477850783,909.800352019064
1243100136,2014-06-12,784000.0,3,3.5,366.967363471388,10319.493873335401,1.5,0,0,3,9,228.5416997821809,138.4256636892071,1989,0,98052,47.697,-122.072,230.39976238203602,8221.927004358946
8929000270,2014-05-12,453246.0,3,2.5,186.7352912854405,212.46945829343403,2.0,0,0,3,8,129.13535068993147,57.599940595509004,2014,0,98029,47.5517,-121.998,157.00628968775843,154.40500204796123
2767602356,2015-01-26,675000.0,4,3.5,198.81269818449883,211.6333301234992,3.0,0,0,3,9,198.81269818449883,0.0,2005,0,98107,47.6734,-122.38,143.07082018884495,212.2836520334485
921049315,2014-08-13,199000.0,3,1.75,122.63213159043853,1615.5854305740347,1.0,0,0,4,7,122.63213159043853,0.0,1956,0,98003,47.3257,-122.296,143.99985148877252,1789.7787993104532
3655000070,2014-08-05,220000.0,4,1.75,187.66432258536804,728.3605391432106,1.0,0,0,3,7,93.83216129268402,93.83216129268402,1968,0,98003,47.3309,-122.299,162.5804774873238,756.2314781410375
4027700812,2014-05-29,452000.0,4,2.25,240.61910668123923,929.2171061875501,1.0,0,0,4,8,124.49019419029365,116.12891249094558,1968,0,98028,47.7689,-122.266,143.99985148877252,969.5370646044064
